Slug,Name,URL,Category,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
p-spin-wheel-and-gamification,Spin Wheel,https://www.wix.com/app-market/web-solution/p-spin-wheel-and-gamification,Other,4.7,22,,PurpleBear7 day,Boost sales with fun Spin Wheel of Fortune,true,https://static.wixstatic.com/media/d8c8bc_b516cc9f97d64c939633b75ab2db8a22~mv2.png/v1/fill/d8c8bc_b516cc9f97d64c939633b75ab2db8a22~mv2.png,,2025-07-06T20:57:53.699Z
xero-bridge-by-parex,Xero Bridge by Parex,https://www.wix.com/app-market/web-solution/xero-bridge-by-parex,Other,3.8,26,,ParexBy Parex Technologies7 day,Integrate your data with Xero,true,https://static.wixstatic.com/media/8b0ad5_ea45aad87ef349768996d13b80ba8542~mv2.png/v1/fill/8b0ad5_ea45aad87ef349768996d13b80ba8542~mv2.png,in Xero at that time. Cancellations & Refunds are also synced appropriately. We have you covered for Tax & Shipping lines as well. We will even sync the Tax info & Shipping amount to your Xero. We have other additional optional features for Class & Dept mapping,2025-07-06T20:57:53.779Z
twism,Twism: Reward Your Customers,https://www.wix.com/app-market/web-solution/twism,Business Services,4.2,27,,Twism,Powerful customized loyalty solution (FREE),true,https://static.wixstatic.com/media/1cd4e7_ee9ffd11b06246728fc4c5e773aba8fb~mv2.jpg/v1/fill/1cd4e7_ee9ffd11b06246728fc4c5e773aba8fb~mv2.jpg,,2025-07-06T20:57:53.862Z
teemill-eco-print-on-demand,Teemill: Eco Print On Demand,https://www.wix.com/app-market/web-solution/teemill-eco-print-on-demand,eCommerce,3.7,18,,Teemill,Create sustainable products for your brand,true,https://static.wixstatic.com/media/80f528_581a3c3a26aa41c58bf04ce6daa74618~mv2.png/v1/fill/80f528_581a3c3a26aa41c58bf04ce6daa74618~mv2.png,,2025-07-06T20:57:53.973Z
bulk-coupon-generator,Bulk Coupon Generator,https://www.wix.com/app-market/web-solution/bulk-coupon-generator,Other,4.6,67,,MarketPushApps,"Generate single-use coupons, stop coupon abuse",true,https://static.wixstatic.com/media/33caa7_ff45484512e24c22a53f707733bb9d2b~mv2.png/v1/fill/33caa7_ff45484512e24c22a53f707733bb9d2b~mv2.png,,2025-07-06T20:57:54.153Z
smartbis-loyalty-rewards,Smartbis Cashback,https://www.wix.com/app-market/web-solution/smartbis-loyalty-rewards,Business Services,4.2,42,,iN2 LLC,Cashback Program with Marketing Automation,true,https://static.wixstatic.com/media/b315ec_9ac2b883678a42ad8eb1b154a8026922~mv2.png/v1/fill/b315ec_9ac2b883678a42ad8eb1b154a8026922~mv2.png,,2025-07-06T20:57:54.265Z
shirtsy-dropship,Shirtsy Dropship,https://www.wix.com/app-market/web-solution/shirtsy-dropship,Other,3,2,,Shirtsy Inc,Design and sell custom swag on your own store.,true,https://static.wixstatic.com/media/06fb93_81fa67b72ff5485cb7de0529730d1ade~mv2.png/v1/fill/06fb93_81fa67b72ff5485cb7de0529730d1ade~mv2.png,,2025-07-06T20:57:54.346Z
ehouse-app,eHouse App,https://www.wix.com/app-market/web-solution/ehouse-app,Communication,1,4,,ehouse,Connect your store to the eHouse platform,true,https://static.wixstatic.com/media/1078a2_e2dca53525904eeb918131f897ee08de~mv2.png/v1/fill/1078a2_e2dca53525904eeb918131f897ee08de~mv2.png,,2025-07-06T20:57:54.488Z
modalyst,Modalyst - Dropshipping,https://www.wix.com/app-market/web-solution/modalyst,eCommerce,4.3,766,,Modalyst,Design & create custom products to sell online,true,https://static.wixstatic.com/media/3ab8da_8e3a7d6df914484190850d17faecc1df~mv2.png/v1/fill/3ab8da_8e3a7d6df914484190850d17faecc1df~mv2.png,,2025-07-06T20:57:54.570Z
my-online-fashion-store,My Online Fashion Store,https://www.wix.com/app-market/web-solution/my-online-fashion-store,Other,3.9,20,,"live chat, phone or email. PRICING: Monthly Plan $29/month - 14 day",USA based Supplier – Over 5000 Fashion Items,true,https://static.wixstatic.com/media/557739_dd34a180202b4c389d6c952142b1bd88~mv2.jpg/v1/fill/557739_dd34a180202b4c389d6c952142b1bd88~mv2.jpg,& current.,2025-07-06T20:57:54.713Z
price-table,Price Table,https://www.wix.com/app-market/web-solution/price-table,Other,4.6,530,,POWR,Help visitors choose the right plan,true,https://static.wixstatic.com/media/829a0c_aecd370c9eaa468cb2acd3ef5b2fbcfb~mv2.png/v1/fill/829a0c_aecd370c9eaa468cb2acd3ef5b2fbcfb~mv2.png,,2025-07-06T20:57:54.814Z
syncee-global-dropshipping,Syncee Collective Dropshipping,https://www.wix.com/app-market/web-solution/syncee-global-dropshipping,eCommerce,4.5,181,,Syncee,Dropship or buy wholesale products worldwide,true,https://static.wixstatic.com/media/9b44e8_f06e8e955ab54430aefe25c38f0710cc~mv2.png/v1/fill/9b44e8_f06e8e955ab54430aefe25c38f0710cc~mv2.png,,2025-07-06T20:57:54.932Z
importify-easy-dropshipping,Importify - Easy Dropshipping,https://www.wix.com/app-market/web-solution/importify-easy-dropshipping,eCommerce,4.9,255,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Dropship from Aliexpress, Alibaba, Etsy & More",true,https://static.wixstatic.com/media/56d6e6_ee9b161fb97247ce8f215b1a77e88360~mv2.png/v1/fill/56d6e6_ee9b161fb97247ce8f215b1a77e88360~mv2.png,for accurate pricingOrder fulfillment - Save time by automatically adding the product to the cart on AliExpress,2025-07-06T20:57:55.070Z
plan-comparison,Paid Plan Comparison,https://www.wix.com/app-market/web-solution/plan-comparison,Design & Content,4.5,233,,POWR,"Compare plans, packages, and features",true,https://static.wixstatic.com/media/829a0c_e8313d6aceff4b7d89ca75ec3d51dd3b~mv2.png/v1/fill/829a0c_e8313d6aceff4b7d89ca75ec3d51dd3b~mv2.png,,2025-07-06T20:57:55.154Z
custom-pricing-plans-2,Pricing Plan Pro,https://www.wix.com/app-market/web-solution/custom-pricing-plans-2,Other,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Convert more with giving your users a choice,true,https://static.wixstatic.com/media/fa7e03_f3129852e1c74eb18aea24321ed17bdc~mv2.png/v1/fill/fa7e03_f3129852e1c74eb18aea24321ed17bdc~mv2.png,,2025-07-06T20:57:55.219Z
bdroppy-dropshipping,BDroppy - Dropshipping,https://www.wix.com/app-market/web-solution/bdroppy-dropshipping,eCommerce,2.5,20,,IDT Spa,Sell the best fashion brands in dropshipping.,true,https://static.wixstatic.com/media/b6b80c_1839e0e7749c4c028433ece5ab484577~mv2.png/v1/fill/b6b80c_1839e0e7749c4c028433ece5ab484577~mv2.png,,2025-07-06T20:57:55.298Z
product-enquiry,Product Enquiry,https://www.wix.com/app-market/web-solution/product-enquiry,eCommerce,5,4,,Phoe Design,Get quick enquires and increase sales,true,https://static.wixstatic.com/media/ba22eb_64466e892c5e413bb3656430587831ed~mv2.png/v1/fill/ba22eb_64466e892c5e413bb3656430587831ed~mv2.png,,2025-07-06T20:57:55.363Z
get-donations,Get Donations,https://www.wix.com/app-market/web-solution/get-donations,Other,3.2,20,,Big Spark Apps,Easily collect donations from site visitors,true,https://static.wixstatic.com/media/a92d21_a138abfb74d64922aedafcb95b86ce0c~mv2.jpg/v1/fill/a92d21_a138abfb74d64922aedafcb95b86ce0c~mv2.jpg,,2025-07-06T20:57:55.428Z
autods-dropshipping,AutoDS Automatic Dropshipping,https://www.wix.com/app-market/web-solution/autods-dropshipping,eCommerce,4.8,363,,AutoDS LTD14 day,Find and Import Dropshipping Products (600M+),true,https://static.wixstatic.com/media/9d4d67_f4d9fd0b9eb94d36bedf91e0aa1454e0~mv2.jpeg/v1/fill/9d4d67_f4d9fd0b9eb94d36bedf91e0aa1454e0~mv2.jpeg,,2025-07-06T20:57:55.496Z
bigblue-all-in-one-logistics,Bigblue ‑ All in one logistics,https://www.wix.com/app-market/web-solution/bigblue-all-in-one-logistics,eCommerce,1,1,,Bigblue,Fully integrated logistics and shipping,true,https://static.wixstatic.com/media/418374_66430ab6800e4fe6a8730669df45c9f7~mv2.png/v1/fill/418374_66430ab6800e4fe6a8730669df45c9f7~mv2.png,,2025-07-06T20:57:55.559Z
compare-ninja,Common Ninja Comparison Tables,https://www.wix.com/app-market/web-solution/compare-ninja,Other,3.6,33,,Common Ninja,Add Responsive Comparison Tables to Your Site,true,https://static.wixstatic.com/media/f075ba_ac88e6f498ad4e1db507a5ac8bfe683f~mv2.png/v1/fill/f075ba_ac88e6f498ad4e1db507a5ac8bfe683f~mv2.png,,2025-07-06T20:57:55.626Z
gofundme,Gofundme,https://www.wix.com/app-market/web-solution/gofundme,Design & Content,1,1,,MarketPushApps,Easily add your GoFundMe Campaign on your Site,true,https://static.wixstatic.com/media/3b0a1f_03875e5dcd9f4789861cb866459420e8~mv2.png/v1/fill/3b0a1f_03875e5dcd9f4789861cb866459420e8~mv2.png,,2025-07-06T20:57:55.693Z
request-a-quote-for-wix,Request a Quote,https://www.wix.com/app-market/web-solution/request-a-quote-for-wix,Other,5,8,,WD Strategies3 day,Let customers request a quote for your store,true,https://static.wixstatic.com/media/5eb02e_2977777bc94d42898b1846afdea01860~mv2.png/v1/fill/5eb02e_2977777bc94d42898b1846afdea01860~mv2.png,,2025-07-06T20:57:55.771Z
pricer-ninja,Common Ninja Pricing Tables,https://www.wix.com/app-market/web-solution/pricer-ninja,Other,3.1,12,,Common Ninja,Add Responsive Pricing Tables to Your Website,true,https://static.wixstatic.com/media/f075ba_759f236d6fa64daab92852c721920a99~mv2.png/v1/fill/f075ba_759f236d6fa64daab92852c721920a99~mv2.png,,2025-07-06T20:57:55.845Z
nash-all-in-1-local-delivery,Nash: All-in-1 Local Delivery,https://www.wix.com/app-market/web-solution/nash-all-in-1-local-delivery,Other,1,1,,Nash Technologies Inc7 day,Unlock reliable local delivery from top fleets,true,https://static.wixstatic.com/media/33d264_81f2703aac864f42a8a6e133ae27f95a~mv2.png/v1/fill/33d264_81f2703aac864f42a8a6e133ae27f95a~mv2.png,,2025-07-06T20:57:55.917Z
restaurant-menu,Restaurant Menu,https://www.wix.com/app-market/web-solution/restaurant-menu,Other,5,2,,MarketPushApps7 day,Easily add a Menu - 13 Ready-to-use Templates,true,https://static.wixstatic.com/media/33caa7_e95d4b2880ae4d7eaa5c77ff8f0dde47~mv2.png/v1/fill/33caa7_e95d4b2880ae4d7eaa5c77ff8f0dde47~mv2.png,,2025-07-06T20:57:55.999Z
eatabit-printer,Eatabit printer,https://www.wix.com/app-market/web-solution/eatabit-printer,Other,1,1,,eatabit.com30 day,Print your restaurant's orders,true,https://static.wixstatic.com/media/6f87ae_5cddaeb644a343ef9c3e6d1bbba613f5~mv2.png/v1/fill/6f87ae_5cddaeb644a343ef9c3e6d1bbba613f5~mv2.png,,2025-07-06T20:57:56.065Z
40a661ec-c179-419b-add8-f0fc205555ef,Donor Dude,https://www.wix.com/app-market/web-solution/40a661ec-c179-419b-add8-f0fc205555ef,Other,4,9,,Dude Lemon LLC,Easily accept monthly & one-time donations,true,https://static.wixstatic.com/media/33aa21_54924a84bec24c77b3a4194c66d9aa7a~mv2.png/v1/fill/33aa21_54924a84bec24c77b3a4194c66d9aa7a~mv2.png,,2025-07-06T20:57:56.142Z
online-food-orders-by-grafterr,Online food orders by Grafterr,https://www.wix.com/app-market/web-solution/online-food-orders-by-grafterr,Other,4,2,,IHybrid Limited,Let your customers order food on your website,true,https://static.wixstatic.com/media/349f60_c1cce5a8bbf941a98adde53173941e31~mv2.png/v1/fill/349f60_c1cce5a8bbf941a98adde53173941e31~mv2.png,,2025-07-06T20:57:56.205Z
reviewme-restaurant-reviews,ReviewMe Restaurant Reviews,https://www.wix.com/app-market/web-solution/reviewme-restaurant-reviews,Communication,5,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Easily collect Reviews for Your Restaurant,true,https://static.wixstatic.com/media/1b3291_645828d95e3c4867966b8ca8266bef8c~mv2.jpg/v1/fill/1b3291_645828d95e3c4867966b8ca8266bef8c~mv2.jpg,,2025-07-06T20:57:56.275Z
orders-co-connect,Orders.co Connect,https://www.wix.com/app-market/web-solution/orders-co-connect,Other,1,1,,"Orders Grid, Inc.",Simplify orders & menu sync effortlessly,true,https://static.wixstatic.com/media/3b1b57_825daad5a8054a64ab904351e7a9deff~mv2.jpg/v1/fill/3b1b57_825daad5a8054a64ab904351e7a9deff~mv2.jpg,,2025-07-06T20:57:56.359Z
litcommerce,LitCommerce Multichannel Sell,https://www.wix.com/app-market/web-solution/litcommerce,Marketing,4.9,152,,LitCommerce,"Sell on Amazon, eBay, Etsy, TikTok, Walmart, etc",true,https://static.wixstatic.com/media/e7d95f_dc4df0cb48694a57ba57d1a848b11940~mv2.png/v1/fill/e7d95f_dc4df0cb48694a57ba57d1a848b11940~mv2.png,,2025-07-06T20:57:56.685Z
wix-groups,Wix Groups,https://www.wix.com/app-market/web-solution/wix-groups,Other,3.6,399,,Wix,Host and manage monetizable online communities,true,https://static.wixstatic.com/media/1aa858_ca4b55a2de25463a9f177d91000e8a9a~mv2.png/v1/fill/1aa858_ca4b55a2de25463a9f177d91000e8a9a~mv2.png,,2025-07-06T20:56:56.119Z
unlimited-spin-to-win,Unlimited spin to win,https://www.wix.com/app-market/web-solution/unlimited-spin-to-win,Other,4.8,57,,Peak Digital7 day,Ultra high converting coupon wheel,true,https://static.wixstatic.com/media/b65413_4787cc7eee50444da75161bae0c026ab~mv2.png/v1/fill/b65413_4787cc7eee50444da75161bae0c026ab~mv2.png,,2025-07-06T20:56:56.344Z
quizell-product-quiz,Quizell Product Quiz & Form,https://www.wix.com/app-market/web-solution/quizell-product-quiz,eCommerce,4.7,91,,Quizell,Product Quizzes & Forms to Grow E-commerce sales,true,https://static.wixstatic.com/media/feae19_7e2fd9a3914c4efb8c6caa4006c6ed2a~mv2.png/v1/fill/feae19_7e2fd9a3914c4efb8c6caa4006c6ed2a~mv2.png,,2025-07-06T20:56:56.420Z
connecteam,Connecteam,https://www.wix.com/app-market/web-solution/connecteam,Business Services,4.8,10,,Connecteam,Manage Your Employees From One App,true,https://static.wixstatic.com/media/380221_4b4de3e6828246cda23fb0c3d576c967~mv2.png/v1/fill/380221_4b4de3e6828246cda23fb0c3d576c967~mv2.png,,2025-07-06T20:56:56.500Z
spocket-dropshipping,Spocket - US & EU Dropshipping,https://www.wix.com/app-market/web-solution/spocket-dropshipping,eCommerce,3.9,127,,Spocket,Dropship from Verified US & EU suppliers,true,https://static.wixstatic.com/media/7d1187_58536b113cd34b6689af361daf4372f3~mv2.png/v1/fill/7d1187_58536b113cd34b6689af361daf4372f3~mv2.png,,2025-07-06T20:56:56.570Z
challenges,Wix Online Programs,https://www.wix.com/app-market/web-solution/challenges,Business Services,3.8,978,,Wix,Build and sell multi-step programs,true,https://static.wixstatic.com/media/bfb4fd_cf1cbfcd0698491c9868a882bb5aba97~mv2.png/v1/fill/bfb4fd_cf1cbfcd0698491c9868a882bb5aba97~mv2.png,,2025-07-06T20:56:56.633Z
tiktok,TikTok Ads,https://www.wix.com/app-market/web-solution/tiktok,Marketing,1.6,20,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",TikTok For Business,true,https://static.wixstatic.com/media/626892_af159c14a59b4481948bd09fb2b20147~mv2.jpg/v1/fill/626892_af159c14a59b4481948bd09fb2b20147~mv2.jpg,,2025-07-06T20:56:56.693Z
wix-ai-assistant-client,Wix AI Site Chat,https://www.wix.com/app-market/web-solution/wix-ai-assistant-client,Design & Content,3,102,,Wix,Give 24/7 AI support and sales advice,true,https://static.wixstatic.com/media/222cbd_84f4218e0dc143d2bd9c300e565e1181~mv2.png/v1/fill/222cbd_84f4218e0dc143d2bd9c300e565e1181~mv2.png,,2025-07-06T20:56:56.767Z
wix-music,Wix Music,https://www.wix.com/app-market/web-solution/wix-music,Business Services,3.5,304,,Wix,Stream & sell your audio with the Wix player,true,https://static.wixstatic.com/media/454bab_ac6f5b6b090c426098a6322b7d861e70~mv2.png/v1/fill/454bab_ac6f5b6b090c426098a6322b7d861e70~mv2.png,,2025-07-06T20:56:56.825Z
events,Wix Events & Tickets,https://www.wix.com/app-market/web-solution/events,Business Services,3.5,1214,,Wix,Event management platform for tickets & RSVPs,true,https://static.wixstatic.com/media/ea7119_e7517ae616f14a2b968349b0109275d2~mv2.png/v1/fill/ea7119_e7517ae616f14a2b968349b0109275d2~mv2.png,,2025-07-06T20:56:56.906Z
quickbooks-online,QuickBooks Connector,https://www.wix.com/app-market/web-solution/quickbooks-online,Business Services,4.7,1154,,Intuit Mailchimp,Integrate QuickBooks Online to your site,true,https://static.wixstatic.com/media/9955e5_5daaec99a1d0466d838d6e3a363b73fc~mv2.png/v1/fill/9955e5_5daaec99a1d0466d838d6e3a363b73fc~mv2.png,,2025-07-06T20:56:57.014Z
loyalty,Wix Loyalty Program,https://www.wix.com/app-market/web-solution/loyalty,Business Services,3.8,268,,Wix,Reward customers & increase retention,true,https://static.wixstatic.com/media/65ceb0_ec57cc992a4048c9b37473bdaf7fbd7b~mv2.png/v1/fill/65ceb0_ec57cc992a4048c9b37473bdaf7fbd7b~mv2.png,,2025-07-06T20:56:57.084Z
mo-discount-upseller-v1,Easy Volume Discount Upsells,https://www.wix.com/app-market/web-solution/mo-discount-upseller-v1,Other,4.9,40,,Multiorders Solutions,We'll grow your store's revenue and increase CR,true,https://static.wixstatic.com/media/2a25d3_a1cfc7f57e8f43c6a9f67dbb6a00f467~mv2.jpg/v1/fill/2a25d3_a1cfc7f57e8f43c6a9f67dbb6a00f467~mv2.jpg,,2025-07-06T20:56:57.192Z
bookings,Wix Bookings,https://www.wix.com/app-market/web-solution/bookings,Business Services,3.4,1801,,Wix,"Scheduling platform, calendar & online booking",true,https://static.wixstatic.com/media/35359a_13bd028132814c6f9cdffeaa07e9c134~mv2.png/v1/fill/35359a_13bd028132814c6f9cdffeaa07e9c134~mv2.png,- Track Your Performance: Get detailed analytics on your finances,2025-07-06T20:56:57.266Z
625c7515-1553-471e-bc66-788d0123c341,ReConvert Upsell & Cross Sell,https://www.wix.com/app-market/web-solution/625c7515-1553-471e-bc66-788d0123c341,eCommerce,4.3,84,,ReConvert14 day,Upsell & cross sell at checkout for a bigger AOV,true,https://static.wixstatic.com/media/29016c_1c84c4d9545e415b8143776c12b5b459~mv2.png/v1/fill/29016c_1c84c4d9545e415b8143776c12b5b459~mv2.png,,2025-07-06T20:56:57.337Z
ihomefinder-real-estate,iHomefinder Real Estate,https://www.wix.com/app-market/web-solution/ihomefinder-real-estate,Tools & Widgets,3.2,13,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",MLS IDX Search for your site,true,https://static.wixstatic.com/media/54590a_9108496ea43e45acbad3b7f32e73933d~mv2.png/v1/fill/54590a_9108496ea43e45acbad3b7f32e73933d~mv2.png,,2025-07-06T20:56:57.475Z
google-ads-shopping,Google Ads & Google Shopping,https://www.wix.com/app-market/web-solution/google-ads-shopping,Marketing,3.3,119,,StoreYa,We'll drive targeted visitors to your site!,true,https://static.wixstatic.com/media/327c76_d381c6622ac84fb99f9dc02c389467b1~mv2.png/v1/fill/327c76_d381c6622ac84fb99f9dc02c389467b1~mv2.png,,2025-07-06T20:56:57.542Z
klaviyo,Klaviyo,https://www.wix.com/app-market/web-solution/klaviyo,Marketing,4.3,11,,Klaviyo,"Email Marketing, SMS Marketing, Forms, & More",true,https://static.wixstatic.com/media/2293e6_da97e8ea3719441d97b3b47e4b2d7534~mv2.png/v1/fill/2293e6_da97e8ea3719441d97b3b47e4b2d7534~mv2.png,,2025-07-06T20:56:57.621Z
